a.b.c.d,1646972353,Multiverse2,MH,215439.1,1058.0,0.24075560000000001,0.17307840000000002,466.3,56126.3,0.5885214999999999,0.6207812,134229.0,525.6
a.b.c.d,1646972373,Multiverse2,MH,233135.5,1131.1,0.24184999999999998,0.1740102,467.1,56291.2,0.6837335,0.7170194000000001,151259.7,595.2
a.b.c.d,1646972393,Multiverse2,MH,216234.6,1080.2,0.1589587,0.090288,365.3,27118.3,0.7678691000000001,0.8013068999999999,164303.0,650.3
a.b.c.d,1646972413,Multiverse2,MH,197855.5,787.4,0.07852629999999998,0.04134890000000001,72.1,8227.8,0.8421609999999999,0.8440071000000001,165241.8,652.4
a.b.c.d,1646972433,Multiverse2,MH,197342.2,783.1,0.07980539999999998,0.0416573,72.9,8275.8,0.8419186999999999,0.8436271,164685.9,648.2
a.b.c.d,1646972453,Multiverse2,MH,206768.7,926.1,0.13642909999999997,0.067454,212.3,16627.9,0.7867339,0.8158998000000001,163862.8,645.8
a.b.c.d,1646972473,Multiverse2,MH,252485.8,1547.9,0.224187,0.1278775,848.6,58695.6,0.7149578000000001,0.763248,160673.9,626.6
a.b.c.d,1646972493,Multiverse2,MH,257922.2,1633.6,0.2762978,0.147051,939.0,64520.9,0.6718468000000001,0.752301,161239.5,624.7
a.b.c.d,1646972513,Multiverse2,MH,254741.1,1596.2,0.24307669999999998,0.1325295,903.6,61587.4,0.7031940000000001,0.7671822,161185.5,623.2
a.b.c.d,1646972533,Multiverse2,MH,258196.8,1592.9,0.2287222,0.12438800000000001,891.1,60159.1,0.7123296000000001,0.7591475000000001,162395.6,628.3
a.b.c.d,1646972553,Multiverse2,MH,262494.9,1612.1,0.24569789999999997,0.1322016,906.5,62030.4,0.6925312000000001,0.7483568,163503.5,628.2
a.b.c.d,1646972573,Multiverse2,MH,269101.6,1618.5,0.2521507,0.1337543,911.7,62469.3,0.6755582000000001,0.7208703,163181.6,620.8
a.b.c.d,1646972593,Multiverse2,MH,272156.7,1626.4,0.2575926,0.1330638,916.2,62420.8,0.6701405000000001,0.7108157,163989.9,623.8
a.b.c.d,1646972613,Multiverse2,MH,272788.3,1635.3,0.26685739999999997,0.13885419999999998,923.6,63627.0,0.6606623,0.7069346999999999,163715.5,624.4
a.b.c.d,1646972633,Multiverse2,MH,273132.1,1638.4,0.26825129999999997,0.1403728,924.6,63892.8,0.6576923,0.7053596999999999,163771.8,625.3
a.b.c.d,1646972653,Multiverse2,MH,264587.6,1505.7,0.2215694,0.11577009999999999,795.0,55849.7,0.7051586999999999,0.7309977,164849.8,629.5
a.b.c.d,1646972673,Multiverse2,MH,220884.7,892.8,0.14772159999999998,0.062419199999999994,171.7,15536.0,0.7718442999999999,0.7855304,169925.4,651.0
a.b.c.d,1646972693,Multiverse2,MH,208529.2,792.6,0.093491,0.0418662,79.4,9254.2,0.8245803,0.8206128999999999,168665.6,647.5
a.b.c.d,1646972713,Multiverse2,MH,209788.1,798.4,0.10099820000000001,0.043986000000000004,85.0,9646.5,0.8200323,0.8191305,169599.8,649.5
a.b.c.d,1646972733,Multiverse2,MH,209920.0,816.2,0.1195978,0.052010600000000004,105.0,11417.0,0.8062161,0.8166454,169155.1,650.2
a.b.c.d,1646972753,Multiverse2,MH,205112.3,809.9,0.1275493,0.05762280000000001,110.6,12109.1,0.8019267000000001,0.8220658000000001,166584.5,642.0
a.b.c.d,1646972773,Multiverse2,SUE,198395.1,808.4,0.13282259999999999,0.05938720000000001,114.6,12252.5,0.8080467,0.8464193999999999,166249.1,645.6
a.b.c.d,1646972793,Multiverse2,SUE,210715.5,930.0,0.1852569,0.08550550000000001,229.9,21082.8,0.755721,0.8154716999999998,166414.5,645.7
a.b.c.d,1646972813,Multiverse2,SUE,301996.7,2221.2,0.2720982,0.1604387,1543.6,110444.4,0.6758889,0.7428642000000002,158610.1,610.6
a.b.c.d,1646972833,Multiverse2,SUE,630281.4,7173.1,0.3678178,0.2532111,6509.4,439658.8,0.5860227,0.6533665,157386.9,597.5
a.b.c.d,1646972853,Multiverse2,SUE,920333.3,11598.4,0.44669119999999995,0.3414562,10952.4,734250.1,0.5112734999999999,0.5797369000000001,155489.5,580.3
a.b.c.d,1646972873,Multiverse2,SUE,1042307.0,13404.4,0.5272177,0.419132,12784.1,859251.6,0.44032160000000004,0.5163914000000001,152010.1,554.9
a.b.c.d,1646972893,Multiverse2,SUE,1068479.2,13624.1,0.6022147999999999,0.4582818000000001,13002.2,876674.1,0.367848,0.46102589999999993,152614.9,548.6
a.b.c.d,1646972913,Multiverse2,SUE,1082993.5,13790.9,0.6685743000000001,0.5042651,13176.1,892088.1,0.30311039999999995,0.41527100000000006,151328.2,539.3
a.b.c.d,1646972933,Multiverse2,SUE,1088034.5,13837.7,0.7013162,0.5329449,13236.6,900362.8,0.273014,0.3969255000000001,150163.5,526.8
a.b.c.d,1646972953,Multiverse2,SUE,1102381.5,13959.9,0.7467333999999999,0.5610347,13361.1,911695.0,0.2316471,0.3642925,150787.6,525.3
a.b.c.d,1646972973,Multiverse2,SUE,1119869.2,14140.6,0.8052697,0.5946875,13535.7,924241.3,0.1715247,0.31925580000000003,151273.6,522.2
a.b.c.d,1646972993,Multiverse2,SUE,1181756.1,15153.7,0.7965285,0.6142215,14050.9,960325.6,0.1411252,0.2789939,145714.0,493.2
a.b.c.d,1646973013,Multiverse2,SUE,1276507.4,16539.9,0.7976803,0.6225103,15418.8,1054034.1,0.1405906,0.27820870000000003,151682.1,509.0
a.b.c.d,1646973033,Multiverse2,SUE,996069.9,12340.2,0.7681256999999999,0.5832158000000001,11019.9,760893.6,0.1469473,0.29853910000000006,152773.2,520.7
a.b.c.d,1646973053,Multiverse2,SUE,764961.2,8763.0,0.7079177999999999,0.5242023,6920.9,493849.8,0.15043869999999998,0.30756970000000006,148773.4,514.0
a.b.c.d,1646973073,Multiverse2,SUE,656141.1,7252.9,0.6925404000000001,0.4911644,5391.4,386730.7,0.1656142,0.3424864000000001,151260.0,539.7
a.b.c.d,1646973093,Multiverse2,SUE,643294.5,7231.4,0.6179799000000001,0.45290729999999996,5176.5,369820.4,0.1702381,0.35799460000000005,151031.7,547.8
a.b.c.d,1646973113,Multiverse2,SUE,637891.5,7179.9,0.5441942999999999,0.40584500000000007,4998.4,354360.8,0.1803807,0.3674614,151000.4,555.1
a.b.c.d,1646973133,Multiverse2,SUE,749658.4,8793.8,0.5294517000000001,0.4081494,5699.5,400947.3,0.1452184,0.31906359999999995,147585.1,539.8
a.b.c.d,1646973153,Multiverse2,SUE,753995.0,8939.2,0.5405153,0.42089809999999994,5841.1,407567.7,0.1348659,0.3138799,147699.0,543.0
a.b.c.d,1646973173,Multiverse2,SUE,777758.3,9258.0,0.4782494,0.39186819999999994,5709.0,399494.1,0.1205341,0.29142909999999994,145912.3,537.5
a.b.c.d,1646973193,Multiverse2,SUE,837568.5,9988.2,0.4411861,0.3577026,5372.9,375438.5,0.12006739999999998,0.28994,150967.6,551.2
a.b.c.d,1646973213,Multiverse2,SUE,715107.6,8217.1,0.37000700000000003,0.2904066,2943.6,209541.0,0.12353129999999998,0.30268780000000006,152874.9,555.8
a.b.c.d,1646973233,Multiverse2,AT,700868.1,7989.2,0.30101,0.2352223,2377.0,173485.1,0.12665339999999997,0.30901670000000003,152582.1,557.6
a.b.c.d,1646973253,Multiverse2,AT,688359.6,7576.7,0.2626763,0.19946180000000002,2016.9,144582.2,0.13185469999999996,0.3110539,152231.9,565.9
a.b.c.d,1646973273,Multiverse2,AT,685454.9,7671.3,0.1807565,0.14541540000000003,1699.5,124433.6,0.11494330000000001,0.268166,136194.5,500.8
a.b.c.d,1646973293,Multiverse2,AT,706632.4,7673.3,0.17951559999999997,0.1427974,1696.2,123653.1,0.0919897,0.21528719999999998,120339.8,439.7
