a.b.c.d,1646972353,Multiverse2,MH,215439.1,1058.0,25.5,13.0,0.24075560000000001,0.17307840000000002,0.252582,0.1855714,466.3,56126.3,1.5,7.2,4.0,38818.4,1648.9,178.4,348.0,14.1,2.1,295.7,82.55,40.6,0.2,0.2,0.0,0.5885214999999999,0.6207812,0.1233836,0.1366905,134229.0,525.6,3.6,1.9,133928.9,49126.3,15878.0,523.0,190.9,61.9,245.3,109.9,57.3
a.b.c.d,1646972373,Multiverse2,MH,233135.5,1131.1,28.4,13.1,0.24184999999999998,0.1740102,0.28706479999999995,0.1855714,467.1,56291.2,1.5,8.2,4.0,38955.1,1648.9,178.4,348.4,14.1,2.1,329.8,82.55,40.6,0.2,0.2,0.0,0.6837335,0.7170194000000001,0.1302802,0.1366905,151259.7,595.2,3.8,1.9,150959.6,57641.6,15878.0,592.6,225.7,61.9,269.7,122.1,57.3
a.b.c.d,1646972393,Multiverse2,MH,216234.6,1080.2,26.4,11.1,0.1589587,0.090288,0.2737315,0.1722381,365.3,27118.3,0.7,7.4,3.2,22326.6,1020.1,141.8,319.8,5.5,1.9,298.6,85.8,41.3,0.1,0.1,0.0,0.7678691000000001,0.8013068999999999,0.1169469,0.12335720000000001,164303.0,650.3,3.2,1.3,164231.2,73850.7,32088.4,649.4,289.3,125.5,252.4,138.6,75.1
a.b.c.d,1646972413,Multiverse2,MH,197855.5,787.4,25.4,9.1,0.07852629999999998,0.04134890000000001,0.2550648,0.14023809999999998,72.1,8227.8,0.7,6.8,2.4,3800.8,1003.9,121.3,29.5,5.3,1.6,285.8,83.05,35.0,0.1,0.1,0.0,0.8421609999999999,0.8440071000000001,0.1289469,0.1553572,165241.8,652.4,3.3,1.3,165162.2,65797.6,32088.0,651.4,258.1,125.5,253.1,129.85,74.7
a.b.c.d,1646972433,Multiverse2,MH,197342.2,783.1,24.2,8.9,0.07980539999999998,0.0416573,0.2387685,0.14023809999999998,72.9,8275.8,0.7,6.2,2.4,3898.6,1098.3,149.5,30.1,5.9,2.0,242.9,96.55,42.0,0.1,0.1,0.0,0.8419186999999999,0.8436271,0.14153949999999998,0.1553572,164685.9,648.2,3.4,1.3,164606.3,57455.1,32088.0,647.2,225.8,125.5,254.0,117.0,74.7
a.b.c.d,1646972453,Multiverse2,MH,206768.7,926.1,23.2,10.6,0.13642909999999997,0.067454,0.24710180000000004,0.17523809999999998,212.3,16627.9,0.9,6.1,3.1,10871.3,1286.2,170.0,156.2,7.2,2.3,239.9,100.55,48.0,0.2,0.1,0.0,0.7867339,0.8158998000000001,0.14987279999999997,0.1703572,163862.8,645.8,3.5,1.6,163767.4,49021.6,32095.6,644.6,193.4,125.6,253.7,112.25,82.3
a.b.c.d,1646972473,Multiverse2,MH,252485.8,1547.9,26.2,11.6,0.224187,0.1278775,0.2916396,0.23514590000000002,848.6,58695.6,3.2,8.8,5.1,40741.0,1648.0,141.8,645.9,11.6,2.0,229.0,84.2,41.0,0.3,0.2,0.0,0.7149578000000001,0.763248,0.15043299999999998,0.1738902,160673.9,626.6,4.1,1.9,157597.9,49054.2,32088.0,613.6,193.6,125.5,257.9,115.7,74.7
a.b.c.d,1646972493,Multiverse2,MH,257922.2,1633.6,28.9,11.3,0.2762978,0.147051,0.3372889,0.26014590000000004,939.0,64520.9,3.3,11.6,5.2,45628.7,1277.3,125.6,727.7,11.0,1.8,195.2,63.7,32.9,0.4,0.2,0.0,0.6718468000000001,0.752301,0.14186159999999998,0.1417473,161239.5,624.7,4.4,1.6,158187.4,49046.4,32088.0,612.0,193.5,125.5,259.4,107.9,74.7
a.b.c.d,1646972513,Multiverse2,MH,254741.1,1596.2,25.9,11.1,0.24307669999999998,0.1325295,0.3253842,0.2125269,903.6,61587.4,2.6,10.6,4.5,45197.5,1070.5,125.6,720.6,8.7,1.7,204.1,71.45,33.2,0.3,0.1,0.0,0.7031940000000001,0.7671822,0.13114730000000002,0.1500806,161185.5,623.2,3.7,1.7,158133.4,65185.9,48227.5,610.5,256.3,188.3,259.9,133.5,100.3
a.b.c.d,1646972533,Multiverse2,MH,258196.8,1592.9,25.1,9.1,0.2287222,0.12438800000000001,0.29621749999999997,0.1708602,891.1,60159.1,2.6,9.8,3.5,44765.1,1277.7,121.3,715.6,11.7,1.6,190.3,72.1,33.8,0.3,0.1,0.0,0.7123296000000001,0.7591475000000001,0.14573060000000002,0.19591390000000003,162395.6,628.3,3.9,1.8,159327.7,49347.7,32388.7,615.4,194.9,126.9,259.8,116.0,82.2
