user,time,name,Activity,total Volume,total Packets,Total Flows,Total New Flows,primary Packet %,primary Volume %,primary Concurrent Flow %,primary New Flow %,primary Total TCP Packets,primary Total TCP Volume,primary Total SNI Packets,primary Concurrent Flows,primary New Flows,primary max Flow TCP Volume,primary median Flow TCP Volume,primary min Flow TCP Volume,primary max Flow TCP Packet,primary median Flow TCP Packet,primary min Flow TCP Packet,primary max Flow TCP Packet Size,primary median Flow TCP Packet Size,primary min Flow TCP Packet Size,primary max Total SNI Packets,primary median Total SNI Packets,primary min Total SNI Packets,cloud Packet %,cloud Volume %,cloud Concurrent Flow %,cloud New Flow %,cloud Total TCP Packets,cloud Total TCP Volume,cloud Total SNI Packets,cloud Concurrent Flows,cloud New Flows,cloud max Flow TCP Volume,cloud median Flow TCP Volume,cloud min Flow TCP Volume,cloud max Flow TCP Packet,cloud median Flow TCP Packet,cloud min Flow TCP Packet,cloud max Flow TCP Packet Size,cloud median Flow TCP Packet Size,cloud min Flow TCP Packet Size,cloud max Total SNI Packets,cloud median Total SNI Packets,cloud min Total SNI Packets,third party Packet %,third party Volume %,third party Concurrent Flow %,third party New Flow %,third party Total TCP Packets,third party Total TCP Volume,third party Total SNI Packets,third party Concurrent Flows,third party New Flows,third party max Flow TCP Volume,third party median Flow TCP Volume,third party min Flow TCP Volume,third party max Flow TCP Packet,third party median Flow TCP Packet,third party min Flow TCP Packet,third party max Flow TCP Packet Size,third party median Flow TCP Packet Size,third party min Flow TCP Packet Size,third party max Total SNI Packets,third party median Total SNI Packets,third party min Total SNI Packets,real time Packet %,real time Volume %,real time Concurrent Flow %,real time New Flow %,real time Total UDP Volume,real time Total UDP Packets,real time Concurrent Flows,real time New Flows,real time max Flow UDP Volume,real time median Flow UDP Volume,real time min Flow UDP Volume,real time max Flow UDP Packet,real time median Flow UDP Packet,real time min Flow UDP Packet,real time max Flow UDP Packet Size,real time median Flow UDP Packet Size,real time min Flow UDP Packet Size
a.b.c.d,1646974314,Multiverse2,SPE,173535,704,13,1,0.022727,0.020947,0.153846,0.000000,16,3635,0,2,0,3473.000000,1817.000000,162.000000,14.000000,8.000000,2.000000,248.000000,164.500000,81.000000,0.000000,0.000000,0.000000,0.038352,0.030224,0.384615,1.000000,27,5245,0,5,1,2056.000000,880.000000,0.000000,8.000000,6.000000,0.000000,286.000000,118.000000,0.000000,0.000000,0.000000,0.000000,0.008523,0.002507,0.307692,0.000000,6,435,0,4,0,145.000000,145.000000,0.000000,2.000000,2.000000,0.000000,72.000000,72.000000,0.000000,0.000000,0.000000,0.000000,0.930398,0.946322,0.153846,0.000000,164220,655,2,0,164220.000000,82110.000000,0.000000,655.000000,327.000000,0.000000,250.000000,125.000000,0.000000
a.b.c.d,1646974334,Multiverse2,SPE,468579,4324,49,36,0.870490,0.574947,0.571429,0.722222,3764,269408,23,28,26,93007.000000,2875.000000,282.000000,1430.000000,18.000000,4.000000,180.000000,133.000000,60.000000,1.000000,1.000000,0.000000,0.006244,0.009759,0.102041,0.000000,27,4573,0,5,0,2056.000000,880.000000,0.000000,8.000000,7.000000,0.000000,257.000000,110.000000,0.000000,0.000000,0.000000,0.000000,0.006013,0.022242,0.122449,0.055556,26,10422,2,6,2,6099.000000,0.000000,0.000000,14.000000,0.000000,0.000000,435.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.117253,0.393052,0.204082,0.222222,184176,507,10,8,131120.000000,408.000000,0.000000,290.000000,3.000000,0.000000,452.000000,117.000000,0.000000
a.b.c.d,1646974354,Multiverse2,SPE,413011,2652,35,35,0.763198,0.364247,0.514286,0.514286,2024,150438,14,18,18,29179.000000,6340.000000,282.000000,472.000000,75.000000,4.000000,140.000000,79.000000,61.000000,1.000000,1.000000,0.000000,0.042232,0.159565,0.142857,0.142857,112,65902,1,5,5,60956.000000,1914.000000,96.000000,86.000000,8.000000,1.000000,708.000000,212.000000,96.000000,1.000000,0.000000,0.000000,0.010181,0.065252,0.142857,0.142857,27,26950,0,5,5,26310.000000,145.000000,145.000000,18.000000,2.000000,2.000000,1461.000000,72.000000,68.000000,0.000000,0.000000,0.000000,0.184389,0.410936,0.200000,0.200000,169721,489,7,7,112281.000000,1142.000000,76.000000,258.000000,7.000000,1.000000,435.000000,145.000000,76.000000
a.b.c.d,1646974374,Multiverse2,SPE,863445,7118,53,18,0.889997,0.471896,0.566038,0.666667,6335,407456,12,30,12,257209.000000,722.000000,0.000000,4273.000000,5.000000,0.000000,155.000000,68.000000,0.000000,1.000000,0.000000,0.000000,0.004355,0.006373,0.113208,0.055556,31,5503,0,6,1,2254.000000,796.000000,0.000000,11.000000,6.000000,0.000000,331.000000,105.500000,0.000000,0.000000,0.000000,0.000000,0.000843,0.000504,0.094340,0.000000,6,435,0,5,0,145.000000,145.000000,0.000000,2.000000,2.000000,0.000000,72.000000,72.000000,0.000000,0.000000,0.000000,0.000000,0.104805,0.521227,0.226415,0.277778,450051,746,12,5,385045.000000,38.000000,0.000000,489.000000,0.000000,0.000000,787.000000,38.000000,0.000000
a.b.c.d,1646974394,Multiverse2,SPE,426189,4865,54,1,0.862282,0.594743,0.555556,0.000000,4195,253473,0,30,0,248088.000000,0.000000,0.000000,4134.000000,0.000000,0.000000,246.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005139,0.010176,0.111111,0.000000,25,4337,0,6,0,1716.000000,796.000000,0.000000,8.000000,5.000000,0.000000,286.000000,105.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.092593,0.000000,0,0,0,5,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132580,0.395081,0.240741,1.000000,168379,645,13,1,168297.000000,0.000000,0.000000,644.000000,0.000000,0.000000,261.000000,0.000000,0.000000
a.b.c.d,1646974414,Multiverse2,SPE,460668,5158,11,11,0.865839,0.583954,0.272727,0.272727,4466,269009,0,3,3,244302.000000,24425.000000,282.000000,4071.000000,391.000000,4.000000,70.000000,62.000000,60.000000,0.000000,0.000000,0.000000,0.003877,0.009838,0.272727,0.272727,20,4532,0,3,3,1996.000000,1716.000000,820.000000,7.000000,7.000000,6.000000,286.000000,285.000000,117.000000,0.000000,0.000000,0.000000,0.003877,0.045063,0.363636,0.363636,20,20759,0,4,4,20324.000000,145.000000,145.000000,14.000000,2.000000,2.000000,1451.000000,72.000000,72.000000,0.000000,0.000000,0.000000,0.126406,0.361145,0.090909,0.090909,166368,652,1,1,166368.000000,166368.000000,166368.000000,652.000000,652.000000,652.000000,255.000000,255.000000,255.000000
a.b.c.d,1646974434,Multiverse2,SPE,528547,6389,20,9,0.890593,0.669265,0.500000,0.777778,5690,353738,4,10,7,269160.000000,4536.000000,162.000000,4485.000000,62.000000,2.000000,90.000000,70.000000,60.000000,1.000000,0.000000,0.000000,0.004539,0.010186,0.250000,0.222222,29,5384,0,5,2,2015.000000,820.000000,180.000000,7.000000,7.000000,3.000000,331.000000,117.000000,60.000000,0.000000,0.000000,0.000000,0.000939,0.000823,0.200000,0.000000,6,435,0,4,0,145.000000,145.000000,0.000000,2.000000,2.000000,0.000000,72.000000,72.000000,0.000000,0.000000,0.000000,0.000000,0.103929,0.319726,0.050000,0.000000,168990,664,1,0,168990.000000,168990.000000,168990.000000,664.000000,664.000000,664.000000,254.000000,254.000000,254.000000
a.b.c.d,1646974454,Multiverse2,SPE,297141,2803,21,1,0.754549,0.431960,0.476190,0.000000,2115,128353,0,10,0,125334.000000,102.000000,0.000000,2085.000000,1.000000,0.000000,116.000000,30.000000,0.000000,0.000000,0.000000,0.000000,0.010346,0.020711,0.238095,0.000000,29,6154,0,5,0,2845.000000,880.000000,0.000000,8.000000,7.000000,0.000000,355.000000,110.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.190476,0.000000,0,0,0,4,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.235105,0.547329,0.095238,1.000000,162634,659,2,1,162552.000000,81317.000000,82.000000,658.000000,329.000000,1.000000,247.000000,164.500000,82.000000
a.b.c.d,1646974474,Multiverse2,SPE,422711,4471,12,12,0.841870,0.534521,0.166667,0.166667,3764,225948,0,2,2,225666.000000,112974.000000,282.000000,3760.000000,1882.000000,4.000000,70.000000,65.000000,60.000000,0.000000,0.000000,0.000000,0.006710,0.014152,0.333333,0.333333,30,5982,1,4,4,2036.000000,1533.000000,880.000000,10.000000,7.000000,5.000000,331.000000,215.500000,110.000000,1.000000,0.000000,0.000000,0.005592,0.058991,0.333333,0.333333,25,24936,0,4,4,24501.000000,145.000000,145.000000,19.000000,2.000000,2.000000,1289.000000,72.000000,72.000000,0.000000,0.000000,0.000000,0.145829,0.392337,0.166667,0.166667,165845,652,2,2,165769.000000,82922.000000,76.000000,651.000000,326.000000,1.000000,254.000000,165.000000,76.000000
a.b.c.d,1646974494,Multiverse2,SPE,406120,4607,26,14,0.867376,0.621371,0.346154,0.500000,3996,252351,4,9,7,196308.000000,7244.000000,162.000000,3271.000000,99.000000,2.000000,126.000000,73.000000,60.000000,1.000000,0.000000,0.000000,0.005427,0.012622,0.192308,0.071429,25,5126,0,5,1,1997.000000,760.000000,0.000000,7.000000,6.000000,0.000000,286.000000,126.000000,0.000000,0.000000,0.000000,0.000000,0.003690,0.015582,0.192308,0.071429,17,6328,1,5,1,6038.000000,145.000000,0.000000,13.000000,2.000000,0.000000,464.000000,72.000000,0.000000,1.000000,0.000000,0.000000,0.123508,0.350426,0.269231,0.357143,142315,569,7,5,140383.000000,89.000000,0.000000,556.000000,1.000000,0.000000,252.000000,89.000000,0.000000
a.b.c.d,1646974514,Multiverse2,SPE,702822,1793,32,6,0.428332,0.085712,0.375000,0.500000,768,60240,1,12,3,30653.000000,363.000000,0.000000,424.000000,5.000000,0.000000,154.000000,68.500000,0.000000,1.000000,0.000000,0.000000,0.015616,0.007525,0.156250,0.000000,28,5289,0,5,0,2056.000000,880.000000,0.000000,8.000000,6.000000,0.000000,286.000000,110.000000,0.000000,0.000000,0.000000,0.000000,0.002789,0.000498,0.156250,0.000000,5,350,0,5,0,205.000000,0.000000,0.000000,3.000000,0.000000,0.000000,72.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.553263,0.906265,0.312500,0.500000,636943,992,10,3,635553.000000,0.000000,0.000000,982.000000,0.000000,0.000000,647.000000,0.000000,0.000000
a.b.c.d,1646974534,Multiverse2,SPE,203036,1019,18,18,0.514230,0.208180,0.333333,0.333333,524,42268,1,6,6,12560.000000,8104.000000,282.000000,162.000000,105.000000,4.000000,182.000000,75.000000,66.000000,1.000000,0.000000,0.000000,0.023553,0.023621,0.166667,0.166667,24,4796,0,3,3,1936.000000,1716.000000,1144.000000,12.000000,6.000000,6.000000,322.000000,286.000000,95.000000,0.000000,0.000000,0.000000,0.027478,0.147890,0.222222,0.222222,28,30027,0,4,4,29592.000000,145.000000,145.000000,22.000000,2.000000,2.000000,1345.000000,72.000000,72.000000,0.000000,0.000000,0.000000,0.434740,0.620309,0.277778,0.277778,125945,443,5,5,67430.000000,1222.000000,728.000000,222.000000,8.000000,5.000000,335.000000,161.000000,145.000000
a.b.c.d,1646974554,Multiverse2,HS,136187,499,27,9,0.160321,0.044226,0.222222,0.000000,80,6023,0,6,0,5327.000000,205.000000,0.000000,70.000000,3.000000,0.000000,81.000000,68.000000,0.000000,0.000000,0.000000,0.000000,0.048096,0.026559,0.148148,0.111111,24,3617,0,4,1,1148.000000,968.000000,533.000000,11.000000,5.000000,3.000000,286.000000,162.000000,98.000000,0.000000,0.000000,0.000000,0.222445,0.315045,0.407407,0.777778,111,42905,7,11,7,8222.000000,5352.000000,0.000000,19.000000,14.000000,0.000000,505.000000,341.000000,0.000000,1.000000,1.000000,0.000000,0.569138,0.614170,0.222222,0.111111,83642,284,6,1,83561.000000,0.000000,0.000000,283.000000,0.000000,0.000000,295.000000,0.000000,0.000000
a.b.c.d,1646974576,Multiverse2,HS,30993,57,28,1,0.035088,0.003872,0.214286,0.000000,2,120,0,6,0,120.000000,0.000000,0.000000,2.000000,0.000000,0.000000,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.666667,0.182945,0.142857,0.000000,38,5670,0,4,0,3427.000000,1121.000000,0.000000,14.000000,12.000000,0.000000,263.000000,89.000000,0.000000,0.000000,0.000000,0.000000,0.280702,0.810538,0.392857,0.000000,16,25121,0,11,0,25061.000000,0.000000,0.000000,15.000000,0.000000,0.000000,1670.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017544,0.002646,0.250000,1.000000,82,1,7,1,82.000000,0.000000,0.000000,1.000000,0.000000,0.000000,82.000000,0.000000,0.000000
